/After/Sept_11_Surrender_And_Custody	The hinge day: a reported 6:25 PM Miranda, a sheriff publicly describing learning of the suspect at 8:02 PM, and a 33-hour manhunt narrative that has to fit around both. Custody is also what ended the foreign-nexus review.
/Cause_of_Death/overview	One page stating what most independent investigators had concluded by July 2026 about what killed Charlie Kirk and what did not. The official account is a single .30-06 round; this is where the reasons for rejecting it are gathered.
/Censorship/Ryne_Simmons_FBI_Video	A witness says he sent the FBI close-up 4K 60fps footage of the moment Charlie Kirk was killed, then was called repeatedly and asked to delete it. He says he kept a copy. Deletion over preservation is a transparency question, not yet a court finding.
/Consciousness_Control/directed-energy-weapons	Lasers, high-power microwave, and the Active Denial System are fielded and acknowledged. Sorting the acknowledged from the alleged is the only honest way to weigh the directed-energy claims that keep attaching themselves to this case.
/Consciousness_Control/havana-syndrome	The one fight where the U.S. government was forced to examine whether people can be injured at a distance by an unacknowledged capability. Nothing connects it to UVU; it is here because the record shows how agencies concede injury while contesting cause.
/CoverUp/overview	Dirt removed, a transport SUV released, cameras and SD cards gone, a body camera that stopped on the roof, a foreign inquiry halted. Each is a reported allegation, and the page groups them by the kind of cover-up alleged.
/Drones/Butler_PA_Drone_Parallel	Butler in 2024 produced documented drone concern; UVU produced citizen claims and flight OSINT. A reported working theory ties them to the same group and the same method &mdash; advanced means, local blame. It is an allegation, not a verified position.
/FBI/Ballistics_Forensics	One jacket fragment, four lead pieces, and a .30-caliber class call that critics say names a category rather than a rifle. The page tracks the federal testing and the transparency fights around it, including a reported integrity concern over Exhibit 6A.
/Fix/overview	Four proposed federal laws aimed at forcing the files out &mdash; FBI and DOJ disclosure, intelligence disclosure, a mandated investigation, and investigators the public can actually trust.
/Gov_Mind_Control/discord-confession-timing	Robinson was reportedly Mirandized around 6:25 PM on September 11. The Discord confession posts carry a 7:57 PM stamp. Who held the credentials to that account in the ninety minutes between is the question the public record does not answer.
/Gov_Mind_Control/frey-effect-v2k	Pulsed microwaves really can create sound inside a skull with no speaker and no ear involved &mdash; lab-proven, and studied since 1961. The page keeps that proven core separate from the full voice-to-skull allegation, and states plainly that nothing places such a device at UVU.
/Gov_Mind_Control/hypnosis-programmed-patsy	A former CIA officer describes a London walk-in held under hypnosis for roughly three hours, arm involuntarily raised, giving up details he could not consciously recall. It is his recollection rather than a verified record &mdash; and it is the closest public description of the capability a patsy theory needs.
/Gov_Mind_Control/investigation-index	The working memo for this whole section: five priority questions, each routed to the page that answers it. Its real job is separating the documented programs from the Robinson-specific claims &mdash; the distinction most online argument collapses.
/Gov_Mind_Control/making-a-shooter-playbook	Five stacked layers &mdash; historical programs, beamed audio, digital grooming, human handlers, and a purely physical frame &mdash; assembled into one theoretical model. The last layer matters most: a patsy framework works with zero hypnosis if the wrong body is on the video, and <a href="/Cause_of_Death/overview">what actually killed Charlie Kirk</a> is still contested.
/Gov_Mind_Control/mkultra-2-digital-engineering	The argument that the modern analog of MKUltra is not LSD in a lab but a feed and a private server: funnel, reinforce, split, trigger, scale. The commercial version of that pipeline is observable at scale; the assassination application is not.
/Gov_Mind_Control/mkultra-program	MKUltra is declassified public record, which is why the programmed-patsy question does not get dismissed out of hand. The page also carries the &quot;Alice in Wonderland&quot; thread &mdash; overwhelm a person with contradictions until the first coherent story offered becomes their truth.
/Gov_Mind_Control/overview	The hub for every behavioral-control thread in this case, ordered so the documented programs come before the case-specific claims. No page here finds that Robinson was mind-controlled; the section exists so readers judge the theories against the real record.
/Gov_Mind_Control/project-artichoke-memo	A January 22, 1954 CIA memo asks whether a man could be drugged during one social encounter and induced to attempt an assassination at a later date. It names a foreign official as the target and an American official as the fallback. The document is real.
/Gov_Mind_Control/radicalization-psyop-claims	Two incompatible stories run on the same Discord logs: a partner&apos;s breakdown pulling a quiet gamer into violent rhetoric, or ideology networks cultivated to produce usable shooters. The page sets them side by side and names the discovery that would break the tie.
/Gov_Mind_Control/tyler-robinson-patsy-framework	Control shows up three ways &mdash; behavioral, narrative, and physical &mdash; and only the first involves hypnosis at all. That is the point of the framework: the patsy reading survives intact even if nothing ever touched Robinson&apos;s mind, which is where the <a href="/Proof_Not_Tyler/overview">physical arguments</a> come in.
/Gun_Bullet/ATF_Fragment_Inconclusive	The state&apos;s own September 17, 2025 ATF report could neither identify nor exclude the seized Mauser as the source of the autopsy jacket fragment. The rifling matched &quot;numerous makes and models&quot; &mdash; a class, not a weapon. The defense reportedly calls that exculpatory, and it is a large part of why independent work has moved toward <a href="/Mic/overview">a device at the podium</a>.
/Gun_Bullet/Alternative_Calibers_Weapons	If the Mauser chain fails on the lab report, the energy, or the geometry, what fired instead? This page holds the proposed answers &mdash; a 9mm CornerShot from the tent, a suppressed small-bore, or no bullet at all, as in the <a href="/Mic/overview">exploding-mic theory</a>.
/Gun_Bullet/Barrel_Dust_And_Diameter	An ATF examiner testified that dust and debris were observed inside the seized barrel, and measured the jacket fragment at .286 to .301 inches &mdash; under the .308 a .30-06 fires. The counterarguments are here too: a deformed jacket measures small, and a fired barrel still collects dust.
/Gun_Bullet/Bullet_Stage_Wood	A claim recorded in the master file says a bullet was lodged in the wooden stage, and that it was removed. If a second projectile existed and left before independent documentation, it belongs in a chain-of-custody log nobody has produced.
/Gun_Bullet/Engraved_Bullets_Towel_Implausibility	The argument here is behavioral, not ballistic: you do not spend hours engraving messages into cartridges and then hide them in a towel in the bushes. The rounds were the one category of item left behind while the backpack and pants went along.
/Gun_Bullet/Gun_Bullet_Investigation_Index	The government&apos;s kill chain needs three links &mdash; Mauser, Losee rooftop, fatal wound. This memo routes each link to the page that tests it, and lists the disclosure targets that would settle the whole argument in an afternoon.
/Gun_Bullet/Gun_Dropped_Location	The rifle was reportedly dropped in a wooded strip with buildings on either side. The official account puts a car in a UVU lot at 8:29 AM and never says when it left &mdash; and no cell-tower record filling that gap has been released.
/Gun_Bullet/Mauser_30_06_Rifle	The state&apos;s weapon: a scoped Mauser Model 98 in .30-06, tied to a grandfather and a World War I story. Commentators note the recovered rifle is a commercial 98 rather than a K98, and that M98 Mausers were not factory-chambered in .30-06 in that era.
/Gun_Bullet/Rifle_Fingerprints_Mismatch	Robinson&apos;s prints were reportedly not the only set on the recovered rifle, and no video shows anyone firing it. The rooftop-footage filmmaker, an experienced firearms instructor, reportedly says the gun and the outfit do not match Tyler.
/Gun_Bullet/Rifle_Site_Kia_Soul_Turnaround	A citizen journalist circles a wooded lot on September 10 aerial imagery and says a white Kia Soul turned around at exactly that spot that morning. No plate, no VIN, no registration &mdash; the page carries the claim and the missing links together.
/Gun_Bullet/Scope_Zero_And_Concealment	Everyone argues about whether a rifle fits down a trouser leg. A gun owner in a circulated clip makes the sharper point: even if it fits, the scope no longer holds zero, and you do not take a once-in-a-lifetime shot on a rifle you have not sighted in.
/Gun_Bullet/Thirty_06_Energy_Mismatch	A .30-06 carries roughly 3,950 joules; a 9mm carries about 482. Commentators argue a cervical strike at that energy produces catastrophic channel damage and pronounced back-spatter, not the restrained injury pattern described publicly.
/Gun_Bullet/Wound_Trajectory_Angle	A 5 to 9 degree downward shot from the Losee roof should meet face or jaw first. The reported entry sits between larynx and trachea, left of the spine &mdash; a far more straight-on path. The geometry is the argument.
/Gun_Bullet/overview	Weapon and ammunition analysis in one place &mdash; the Mauser narrative, the inconclusive ATF comparison, the energy gap, the trajectory problem, and the alternatives proposed when those fail. Start here before judging any single ballistics claim.
/Killer/Patsies_Distraction_Actors	If a sophisticated operation killed Charlie Kirk, some of the people who drew the cameras were not the killer. This page compiles those distraction claims &mdash; every one an unproven allegation, none a finding of guilt.
/Law_Enforcement/officer-bagley-bodycam	Reported testimony that an officer&apos;s body-worn camera stopped recording while he was still on the Losee roof. Footage of the minutes after the shot is among the most consequential material in the case.
/Law_Enforcement/rifle-chain-of-custody	Who found the rifle, when, after which K-9 passes, and how the towel-wrapped bundle was photographed and sealed. These are ordinary evidence-handling questions, and on the public record they are unanswered.
/Medical/shape_charge_vs_bullet	The July 2026 filing quotes the Medical Examiner directly, and the injuries run far wider than a neck wound: hemopericardium, bilateral hemothorax, subarachnoid hemorrhaging. The page asks which mechanism predicts that pattern without extra assumptions.
/Medical/state_brief_trajectory_contradiction	The State&apos;s own probable-cause brief says the bullet travelled downward, and says the left side of the vertebrae was obliterated from C7 up to C2. Critics say those two sentences pull in opposite directions.
/Mic/Canon_XA55_Audio	Professional four-channel audio roughly forty-six metres from the tent, uncompressed at 48kHz. Analysts read three separated low-frequency events from it and place the loudest one at the stage rather than on the roof.
/Mic/overview	The RØDE Wireless PRO clipped to Charlie Kirk&apos;s shirt, and the argument that it &mdash; not a rooftop rifle &mdash; was the kill mechanism. Video, <a href="/Mic/Canon_XA55_Audio">broadcast audio</a>, procurement records, and post-event debris all feed the same hub.
/Motive/Tyler_Robinson_Alleged_Motive	The prosecution&apos;s motive case as reported &mdash; ideological opposition, partner grievance, online radicalization &mdash; set beside the citizen reframing of the same facts as patsy, courier, or manipulated participant. The page holds both and adjudicates neither.
/Other/Psychological-Profiling-Claims	No clinical forensic profile has been released publicly, which has not slowed the writing of profiles. The page catalogues them by tier, because profiling claims shape how physical evidence is received long before a jury sees it.
/Proof_Intel_Services/Foreign_Weapons_And_Hardware	If a service participated, the expectation is non-retail hardware &mdash; CornerShot mounts, shaped charges, ARCAS-class systems &mdash; rather than a grandfather&apos;s Mauser. No public weapons examination confirms any of it at the scene.
/Proof_Intel_Services/Fort_Huachuca_Sept_9	Roughly twelve lieutenant colonels reportedly at the Army&apos;s intelligence school on September 8, a VIP flight out on the 9th, and a killing on the 10th. No released visitor log or manifest confirms any of it.
/Proof_Not_Tyler/ATF_Inconclusive_Ballistics	The prosecution&apos;s physical case needs the autopsy fragment tied to the seized rifle, and the state&apos;s own lab could not do it. Rifling consistent with numerous makes and models is a class description, not an identification.
/Proof_Not_Tyler/Backpack_Rifle_Impossibility	Light shorts in the morning, a half-full student pack, and a long scoped rifle that has to reach a roof somehow. The volume argument is the sharp one: the roof figure&apos;s pack looks fuller after the change, not emptier.
/Proof_Not_Tyler/Discord_Custody_Timeline	Washington County protocol reportedly seizes a phone at Miranda. Miranda is placed near 6:25 PM; the Discord traffic is stamped 7:57 PM, 260 miles from campus. The page documents the timing conflict without asserting forgery.
/Proof_Not_Tyler/overview	The hub for every argument that Tyler Robinson did not cause Charlie Kirk&apos;s death &mdash; ballistics, acoustics, identity gaps, and the standard physical tests that were reportedly never run.
